"date","year","month","day","9414001"
2015-08-01,"2015","08","01",36.199
2015-09-01,"2015","09","01",57.277
2015-10-01,"2015","10","01",84.665
2015-11-01,"2015","11","01",115.19
2015-12-01,"2015","12","01",137.93
2016-01-01,"2016","01","01",153.935
2016-02-01,"2016","02","01",122.921
2016-03-01,"2016","03","01",110.374
2016-04-01,"2016","04","01",52.351
2016-05-01,"2016","05","01",35.821
2016-06-01,"2016","06","01",25.878
2016-07-01,"2016","07","01",24.948
2016-08-01,"2016","08","01",38.311
2016-09-01,"2016","09","01",70.205
2016-10-01,"2016","10","01",97.834
2016-11-01,"2016","11","01",126.284
2016-12-01,"2016","12","01",139.222
2017-01-01,"2017","01","01",147.632
2017-02-01,"2017","02","01",122.204
2017-03-01,"2017","03","01",96.379
2017-04-01,"2017","04","01",51.809
2017-05-01,"2017","05","01",33.179
2017-06-01,"2017","06","01",20.59
2017-07-01,"2017","07","01",25.193
2017-08-01,"2017","08","01",34.447
2017-09-01,"2017","09","01",61.306
2017-10-01,"2017","10","01",78.674
2017-11-01,"2017","11","01",113.886
2017-12-01,"2017","12","01",140.37
2018-01-01,"2018","01","01",152.675
2018-02-01,"2018","02","01",128.588
2018-03-01,"2018","03","01",91.765
2018-04-01,"2018","04","01",56.129
2018-05-01,"2018","05","01",34.256
2018-06-01,"2018","06","01",20.476
2018-07-01,"2018","07","01",24.193
2018-08-01,"2018","08","01",39.016
2018-09-01,"2018","09","01",59.504
2018-10-01,"2018","10","01",82.934
2018-11-01,"2018","11","01",114.071
2018-12-01,"2018","12","01",143.759
2019-01-01,"2019","01","01",146.759
2019-02-01,"2019","02","01",127.873
2019-03-01,"2019","03","01",95.806
2019-04-01,"2019","04","01",61.893
2019-05-01,"2019","05","01",35.314
2019-06-01,"2019","06","01",20.903
2019-07-01,"2019","07","01",24.058
2019-08-01,"2019","08","01",38.157
2019-09-01,"2019","09","01",59.392
2019-10-01,"2019","10","01",84.843
2019-11-01,"2019","11","01",115.294
2019-12-01,"2019","12","01",142.9
2020-01-01,"2020","01","01",155.88
2020-02-01,"2020","02","01",123.035
2020-03-01,"2020","03","01",105.691
2020-04-01,"2020","04","01",60.632
